"institution_id","institution_name","acronym","state_branch","institution_type","parent_institution_id","territorial_level","region_code","region_name","commune_code","commune_name","policy_area_primary","legal_status","source_id","verification_status","last_verified","notes"
"CL-GORE-09","Gobierno Regional de La Araucanía","GORE","Administración territorial","Gobierno Regional","","Regional","09","Región de La Araucanía","","","Gobierno y desarrollo regional","Órgano territorial descentralizado","SRC-BCN","territorial_catalogue_complete","2026-09-19",""
"CL-DPR-09","Delegación Presidencial Regional de La Araucanía","DPR","Poder Ejecutivo","Delegación Presidencial Regional","CL-MIN-INT","Regional","09","Región de La Araucanía","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-GORE-14","Gobierno Regional de Los Ríos","GORE","Administración territorial","Gobierno Regional","","Regional","14","Región de Los Ríos","","","Gobierno y desarrollo regional","Órgano territorial descentralizado","SRC-BCN","territorial_catalogue_complete","2026-09-19",""
"CL-DPR-14","Delegación Presidencial Regional de Los Ríos","DPR","Poder Ejecutivo","Delegación Presidencial Regional","CL-MIN-INT","Regional","14","Región de Los Ríos","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-GORE-10","Gobierno Regional de Los Lagos","GORE","Administración territorial","Gobierno Regional","","Regional","10","Región de Los Lagos","","","Gobierno y desarrollo regional","Órgano territorial descentralizado","SRC-BCN","territorial_catalogue_complete","2026-09-19",""
"CL-DPR-10","Delegación Presidencial Regional de Los Lagos","DPR","Poder Ejecutivo","Delegación Presidencial Regional","CL-MIN-INT","Regional","10","Región de Los Lagos","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-GORE-11","Gobierno Regional de Aysén del General Carlos Ibáñez del Campo","GORE","Administración territorial","Gobierno Regional","","Regional","11","Región de Aysén del General Carlos Ibáñez del Campo","","","Gobierno y desarrollo regional","Órgano territorial descentralizado","SRC-BCN","territorial_catalogue_complete","2026-09-19",""
"CL-DPR-11","Delegación Presidencial Regional de Aysén del General Carlos Ibáñez del Campo","DPR","Poder Ejecutivo","Delegación Presidencial Regional","CL-MIN-INT","Regional","11","Región de Aysén del General Carlos Ibáñez del Campo","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-GORE-12","Gobierno Regional de Magallanes y de la Antártica Chilena","GORE","Administración territorial","Gobierno Regional","","Regional","12","Región de Magallanes y de la Antártica Chilena","","","Gobierno y desarrollo regional","Órgano territorial descentralizado","SRC-BCN","territorial_catalogue_complete","2026-09-19",""
"CL-DPR-12","Delegación Presidencial Regional de Magallanes y de la Antártica Chilena","DPR","Poder Ejecutivo","Delegación Presidencial Regional","CL-MIN-INT","Regional","12","Región de Magallanes y de la Antártica Chilena","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-GORE-13","Gobierno Regional de Santiago","GORE","Administración territorial","Gobierno Regional","","Regional","13","Región Metropolitana de Santiago","","","Gobierno y desarrollo regional","Órgano territorial descentralizado","SRC-BCN","territorial_catalogue_complete","2026-09-19",""
"CL-DPR-13","Delegación Presidencial Regional de Santiago","DPR","Poder Ejecutivo","Delegación Presidencial Regional","CL-MIN-INT","Regional","13","Región Metropolitana de Santiago","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-152","Delegación Presidencial Provincial de Parinacota","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","15","Región de Arica y Parinacota","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-014","Delegación Presidencial Provincial de Tamarugal","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","01","Región de Tarapacá","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-022","Delegación Presidencial Provincial de El Loa","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","02","Región de Antofagasta","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-023","Delegación Presidencial Provincial de Tocopilla","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","02","Región de Antofagasta","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-032","Delegación Presidencial Provincial de Chañaral","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","03","Región de Atacama","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-033","Delegación Presidencial Provincial de Huasco","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","03","Región de Atacama","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-042","Delegación Presidencial Provincial de Choapa","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","04","Región de Coquimbo","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-043","Delegación Presidencial Provincial de Limarí","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","04","Región de Coquimbo","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-052","Delegación Presidencial Provincial de Isla de Pascua","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","05","Región de Valparaíso","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-053","Delegación Presidencial Provincial de Los Andes","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","05","Región de Valparaíso","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-054","Delegación Presidencial Provincial de Petorca","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","05","Región de Valparaíso","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-055","Delegación Presidencial Provincial de Quillota","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","05","Región de Valparaíso","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-056","Delegación Presidencial Provincial de San Antonio","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","05","Región de Valparaíso","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-057","Delegación Presidencial Provincial de San Felipe de Aconcagua","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","05","Región de Valparaíso","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-058","Delegación Presidencial Provincial de Marga Marga","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","05","Región de Valparaíso","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-132","Delegación Presidencial Provincial de Cordillera","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","13","Región Metropolitana de Santiago","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-133","Delegación Presidencial Provincial de Chacabuco","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","13","Región Metropolitana de Santiago","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-134","Delegación Presidencial Provincial de Maipo","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","13","Región Metropolitana de Santiago","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-135","Delegación Presidencial Provincial de Melipilla","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","13","Región Metropolitana de Santiago","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-136","Delegación Presidencial Provincial de Talagante","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","13","Región Metropolitana de Santiago","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-062","Delegación Presidencial Provincial de Cardenal Caro","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","06","Región del Libertador General Bernardo O'Higgins","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-063","Delegación Presidencial Provincial de Colchagua","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","06","Región del Libertador General Bernardo O'Higgins","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-072","Delegación Presidencial Provincial de Cauquenes","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","07","Región del Maule","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
"CL-DPP-073","Delegación Presidencial Provincial de Curicó","DPP","Poder Ejecutivo","Delegación Presidencial Provincial","CL-MIN-INT","Provincial","07","Región del Maule","","","Gobierno interior","Órgano territorial desconcentrado","SRC-INTERIOR","territorial_catalogue_complete","2026-09-19",""
